ItemName,Value,Day
kitchen_cooktop_current,0,1
kitchen_fridge_total_energy,119479,1
office_tv_plug_consumption,0,1
global_waterheater_status,ON,1
global_gas_total,189117,1
livingroom_couch_plug_consumption,0,1
office_desk_plug_consumption,19,1
global_shutters_current,0,1
livingroom_table_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
office_tv_plug_consumption,0,1
global_current,3.93909574,1
global_current,3.81718087,1
global_current,4.64622736,1
livingroom_couch_plug_consumption,0,1
kitchen_dishwasher_current,0,1
global_voltage,237.682739,1
global_active_power,0.986201823,1
bathroom_CO2,344.96,1
livingroom_table_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
bedroom_heater1_command,0,1
livingroom_couch_plug_consumption,0,1
global_gas_total,189137,1
livingroom_table_plug_consumption,0,1
kitchen_washingmachine_total_energy,3942,1
kitchen_washingmachine_current,0,1
livingroom_table_plug_consumption,0,1
global_power_factor,1.50408602,1
office_tv_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
global_gas_total,189124,1
office_presence,OFF,1
global_voltage,237.3992,1
kitchen_washingmachine_power,0,1
global_active_energy,2940.261,1
global_heaters_temperature,20.3,1
global_lighting_power,44,1
office_desk_plug_consumption,21,1
global_gas_total,189127,1
livingroom_couch_plug_consumption,0,1
global_shutters_power,0,1
office_heater_effective_mode,1,1
global_frequency,49.9685287,1
office_tv_plug_consumption,0,1
global_waterheater_partial_energy,179442,1
livingroom_tv_plug_consumption,0,1
kitchen_hood_current,0,1
bedroom_heater2_temperature,19.8,1
bedroom_heater1_command,0,1
global_shutters_voltage,236.87,1
livingroom_couch_plug_consumption,0,1
office_desk_plug_consumption,20,1
livingroom_tv_plug_consumption,1,1
livingroom_table_noise,0.788972,1
global_current,1.68402791,1
livingroom_tv_plug_consumption,1,1
kitchen_washingmachine_current,0,1
global_power_factor,1.467659,1
global_frequency,49.9862213,1
global_gas_total,189133,1
livingroom_table_plug_consumption,0,1
livingroom_tv_plug_consumption,0,1
livingroom_tv_status,OFF,1
livingroom_luminosity,182.88,1
kitchen_hood_total_energy,468,1
office_presence,OFF,1
bedroom_heater2_temperature,19.8,1
global_shutters_partial_energy,3617,1
livingroom_tv_plug_consumption,0,1
global_voltage,237.46077,1
office_tv_status,OFF,1
office_presence,ON,1
livingroom_tv_status,OFF,1
office_tv_plug_consumption,0,1
global_waterheater_total_energy,179991,1
bedroom_noise,1.26428,1
office_tv_plug_consumption,0,1
livingroom_heater2_effective_mode,1,1
global_voltage,239.278793,1
kitchen_washingmachine_power,0,1
kitchen_cooktop_power,0,1
global_shutters_total_energy,3617,1
livingroom_temperature,20.54,1
livingroom_tv_status,OFF,1
kitchen_dishwasher_total_energy,19349,1
livingroom_tv_status,OFF,1
livingroom_table_noise,0.323942,1
livingroom_table_noise,0.272267,1
office_desk_plug_consumption,27,1
kitchen_oven_total_energy,11701,1
office_desk_plug_consumption,13,1
bedroom_heater2_temperature,19.4,1
kitchen_washingmachine_partial_energy,3942,1
bathroom_heater_temperature,19.3,1
office_tv_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
office_presence,OFF,1
entrance_heater_effective_setpoint,19,1
global_active_energy,2939.661,1
livingroom_table_plug_consumption,0,1
livingroom_heater1_command,0,1
global_power_factor,1.49744391,1
global_gas_total,189138,1
kitchen_CO2,253.92,1
livingroom_couch_plug_consumption,0,1
global_frequency,49.9631653,1
livingroom_tv_plug_consumption,0,1
global_voltage,237.339172,1
bathroom_heater_command,0,1
office_desk_plug_consumption,17,1
bedroom_heater1_temperature,19.1,1
global_lighting_current,0.29,1
global_voltage,239.452164,1
livingroom_couch_plug_consumption,0,1
office_desk_plug_consumption,18,1
global_gas_total,189117,1
livingroom_couch_plug_consumption,0,1
office_tv_plug_consumption,0,1
livingroom_tv_status,OFF,1
global_voltage,237.238785,1
livingroom_table_plug_consumption,0,1
livingroom_tv_plug_consumption,0,1
office_tv_status,OFF,1
global_active_power,0.259653866,1
global_current,1.39146805,1
global_power_factor,1.43884802,1
office_desk_plug_consumption,19,1
office_desk_plug_consumption,43,1
kitchen_fridge_voltage,239.53,1
global_power_factor,1.49565196,1
global_active_energy,2939.661,1
global_waterheater_current,0,1
livingroom_table_noise,0.226052,1
livingroom_couch_noise,0.13747,1
office_desk_plug_consumption,30,1
livingroom_tv_plug_consumption,0,1
livingroom_tv_status,OFF,1
livingroom_couch_plug_consumption,0,1
office_presence,ON,1
global_frequency,49.9927216,1
office_desk_plug_consumption,18,1
livingroom_table_plug_consumption,0,1
office_desk_plug_consumption,13,1
global_voltage,237.963348,1
livingroom_table_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
kitchen_washingmachine_current,0,1
bedroom_heater2_effective_setpoint,19,1
bedroom_heater2_effective_setpoint,19,1
global_gas_total,189138,1
livingroom_table_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
global_lighting_partial_energy,222109,1
global_waterheater_power,0,1
kitchen_hood_total_energy,468,1
livingroom_heater2_command,0,1
office_presence,OFF,1
livingroom_table_plug_consumption,0,1
kitchen_cooktop_total_energy,21745,1
livingroom_table_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
global_power_factor,1.29420996,1
office_tv_plug_consumption,0,1
global_voltage,239.336914,1
livingroom_luminosity,138.96,1
global_lighting_power,44,1
kitchen_cooktop_partial_energy,21744,1
office_desk_plug_consumption,14,1
bathroom_CO2,369.92,1
global_active_energy,2940.785,1
global_current,4.68076849,1
office_desk_plug_consumption,22,1
kitchen_dishwasher_total_energy,19349,1
global_shutters_current,0,1
livingroom_heater2_command,0,1
global_active_energy,2939.661,1
global_current,1.65348506,1
kitchen_washingmachine_current,0,1
global_active_power,1.04418993,1
global_voltage,237.861923,1
office_tv_status,OFF,1
livingroom_tv_status,OFF,1
global_frequency,49.9802971,1
livingroom_couch_plug_consumption,0,1
office_tv_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
global_gas_total,189117,1
office_desk_plug_consumption,17,1
office_tv_plug_consumption,0,1
livingroom_table_noise,0.16411,1
global_active_power,1.03791869,1
global_frequency,50.0121422,1
bedroom_heater1_effective_mode,1,1
global_gas_total,189112,1
global_power_factor,1.43626094,1
bedroom_heater2_temperature,19.6,1
livingroom_table_plug_consumption,0,1
kitchen_CO2,250.88,1
kitchen_fridge_current,0.39,1
global_frequency,49.9681053,1
office_tv_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
office_heater_effective_setpoint,19,1
global_power_factor,1.43044305,1
office_desk_plug_consumption,17,1
global_current,1.35196853,1
livingroom_table_plug_consumption,0,1
livingroom_luminosity,160.96,1
entrance_heater_effective_mode,1,1
global_current,1.43292832,1
livingroom_tv_plug_consumption,1,1
livingroom_tv_status,OFF,1
kitchen_hood_power,0,1
livingroom_couch_plug_consumption,0,1
global_current,1.42279935,1
livingroom_tv_plug_consumption,0,1
livingroom_tv_plug_consumption,0,1
kitchen_hood_power,0,1
global_heaters_temperature,20.3,1
kitchen_fridge_partial_energy,119366,1
global_voltage,239.801605,1
office_tv_plug_consumption,0,1
global_active_energy,2940.261,1
office_presence,OFF,1
bedroom_heater2_temperature,19.8,1
kitchen_dishwasher_current,0,1
global_power_factor,1.05634701,1
office_tv_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
office_tv_status,OFF,1
livingroom_tv_plug_consumption,1,1
kitchen_fridge_partial_energy,119379,1
kitchen_humidity,34,1
office_tv_status,OFF,1
global_voltage,238.742676,1
livingroom_table_plug_consumption,0,1
global_gas_total,189145,1
global_power_factor,1.05227804,1
office_heater_effective_setpoint,19,1
livingroom_table_plug_consumption,0,1
livingroom_heater1_effective_mode,1,1
office_desk_plug_consumption,28,1
livingroom_table_plug_consumption,0,1
bedroom_heater1_command,0,1
global_voltage,237.020645,1
office_tv_plug_consumption,0,1
office_presence,OFF,1
livingroom_tv_plug_consumption,1,1
livingroom_heater2_effective_setpoint,19,1
bedroom_heater2_effective_setpoint,19,1
office_tv_plug_consumption,0,1
kitchen_oven_total_energy,11701,1
livingroom_table_plug_consumption,0,1
global_voltage,237.682449,1
kitchen_cooktop_power,0,1
livingroom_tv_plug_consumption,0,1
office_tv_plug_consumption,0,1
kitchen_washingmachine_partial_energy,3942,1
office_presence,OFF,1
livingroom_table_plug_consumption,0,1
bathroom_temperature,20.4,1
livingroom_humidity,33,1
livingroom_couch_plug_consumption,0,1
global_active_power,1.03047776,1
kitchen_hood_power,0,1
global_active_power,0.998628855,1
livingroom_couch_plug_consumption,0,1
global_power_factor,1.06818795,1
bedroom_heater2_temperature,19.6,1
kitchen_washingmachine_current,0,1
global_gas_total,189117,1
office_presence,ON,1
global_voltage,240.145386,1
livingroom_table_plug_consumption,0,1
livingroom_tv_plug_consumption,0,1
office_tv_plug_consumption,0,1
global_frequency,49.973896,1
kitchen_washingmachine_total_energy,3942,1
livingroom_couch_plug_consumption,0,1
global_gas_total,189117,1
livingroom_tv_plug_consumption,0,1
office_tv_status,OFF,1
kitchen_fridge_power,455,1
kitchen_CO2,254.88,1
livingroom_heater1_command,0,1
global_frequency,49.9871368,1
global_gas_total,189135,1
office_desk_plug_consumption,23,1
global_current,1.50788391,1
office_desk_plug_consumption,30,1
livingroom_table_noise,0.564254,1
global_active_power,1.11460125,1
livingroom_couch_plug_consumption,0,1
office_presence,ON,1
global_active_power,1.06456041,1
office_luminosity,104.96,1
bedroom_noise,1.96798,1
global_lighting_total_energy,224462,1
livingroom_tv_status,OFF,1
livingroom_tv_plug_consumption,0,1
kitchen_washingmachine_total_energy,3942,1
office_presence,OFF,1
global_voltage,237.690582,1
livingroom_table_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
livingroom_tv_plug_consumption,0,1
bedroom_heater2_command,0,1
office_tv_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
livingroom_tv_plug_consumption,1,1
office_tv_plug_consumption,0,1
office_heater_temperature,20.2,1
livingroom_tv_status,OFF,1
office_desk_plug_consumption,15,1
kitchen_dishwasher_power,0,1
global_voltage,237.356842,1
global_active_energy,2940.785,1
livingroom_table_plug_consumption,0,1
livingroom_tv_plug_consumption,0,1
global_active_energy,2940.261,1
global_frequency,49.9238853,1
livingroom_tv_plug_consumption,1,1
global_gas_total,189117,1
office_presence,ON,1
entrance_heater_effective_setpoint,19,1
livingroom_couch_plug_consumption,0,1
livingroom_tv_plug_consumption,1,1
livingroom_table_plug_consumption,0,1
global_current,1.38448656,1
livingroom_table_plug_consumption,0,1
global_power_factor,1.13598502,1
livingroom_tv_status,OFF,1
global_lighting_total_energy,224479,1
office_presence,ON,1
global_waterheater_status,OFF,1
office_presence,ON,1
global_gas_total,189133,1
office_desk_plug_consumption,45,1
global_active_energy,2940.261,1
bathroom_heater_effective_setpoint,19,1
global_lighting_current,0.28,1
kitchen_washingmachine_current,0,1
office_presence,ON,1
kitchen_fridge_total_energy,119482,1
livingroom_table_plug_consumption,0,1
kitchen_cooktop_partial_energy,21744,1
global_active_energy,2940.261,1
office_tv_plug_consumption,0,1
global_frequency,50.0183411,1
livingroom_couch_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
office_tv_status,OFF,1
livingroom_couch_noise,0.760937,1
livingroom_tv_plug_consumption,0,1
global_frequency,49.9831924,1
global_lighting_power,44,1
global_active_power,0.359603524,1
global_gas_total,189149,1
global_power_factor,1.48458195,1
global_active_power,0.166655168,1
office_desk_plug_consumption,15,1
global_active_power,1.40799582,1
livingroom_CO2,577.92,1
kitchen_cooktop_current,0,1
livingroom_tv_plug_consumption,0,1
global_gas_total,189117,1
kitchen_washingmachine_power,0,1
livingroom_table_plug_consumption,0,1
livingroom_tv_status,OFF,1
bathroom_CO2,418.88,1
global_voltage,237.233856,1
livingroom_couch_plug_consumption,0,1
office_desk_plug_consumption,17,1
office_desk_plug_consumption,18,1
kitchen_fridge_partial_energy,119379,1
livingroom_tv_plug_consumption,1,1
global_frequency,49.9710693,1
office_tv_plug_consumption,0,1
global_active_power,0.213014841,1
global_lighting_current,0.29,1
global_active_power,1.0219382,1
office_desk_plug_consumption,26,1
livingroom_table_plug_consumption,0,1
office_tv_plug_consumption,0,1
office_desk_plug_consumption,19,1
bathroom_heater_effective_setpoint,19,1
global_current,4.50517941,1
livingroom_tv_plug_consumption,0,1
global_current,3.22496748,1
kitchen_fridge_current,0.4,1
kitchen_washingmachine_total_energy,3942,1
kitchen_fridge_current,0,1
global_gas_total,189133,1
office_desk_plug_consumption,14,1
office_heater_temperature,20.6,1
livingroom_tv_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
office_desk_plug_consumption,48,1
bedroom_noise,3.98905,1
office_desk_plug_consumption,18,1
livingroom_table_plug_consumption,0,1
global_active_energy,2940.785,1
global_active_power,0.200403795,1
bedroom_heater1_effective_mode,1,1
global_power_factor,1.296175,1
global_active_power,0.18503648,1
global_waterheater_power,135,1
kitchen_washingmachine_total_energy,3942,1
global_power_factor,1.04905403,1
livingroom_couch_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
bathroom_heater_effective_setpoint,19,1
livingroom_table_plug_consumption,0,1
kitchen_fridge_total_energy,119468,1
office_desk_plug_consumption,18,1
global_active_power,1.11015463,1
office_presence,ON,1
global_frequency,49.9662094,1
global_gas_total,189117,1
global_voltage,238.750183,1
office_desk_plug_consumption,85,1
livingroom_table_plug_consumption,0,1
office_desk_plug_consumption,42,1
office_tv_plug_consumption,0,1
livingroom_tv_plug_consumption,1,1
global_active_power,1.05447435,1
bathroom_heater_effective_setpoint,19,1
bedroom_heater1_temperature,19.9,1
global_active_energy,2940.261,1
livingroom_tv_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
office_tv_plug_consumption,0,1
global_active_energy,2940.785,1
global_gas_total,189143,1
entrance_heater_command,0,1
livingroom_CO2,590.72,1
livingroom_couch_plug_consumption,0,1
global_active_energy,2940.261,1
livingroom_table_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
bedroom_humidity,30,1
bedroom_heater2_effective_mode,1,1
livingroom_tv_plug_consumption,1,1
livingroom_couch_plug_consumption,0,1
global_voltage,237.417145,1
livingroom_couch_plug_consumption,0,1
office_tv_plug_consumption,0,1
global_waterheater_voltage,237.53,1
office_presence,ON,1
global_active_power,0.164026037,1
office_presence,ON,1
livingroom_tv_plug_consumption,0,1
global_active_energy,2939.661,1
office_tv_plug_consumption,0,1
office_tv_plug_consumption,0,1
office_heater_effective_mode,1,1
global_voltage,237.549911,1
livingroom_tv_status,OFF,1
global_current,1.35863137,1
global_power_factor,1.48230302,1
global_power_factor,1.32989097,1
livingroom_table_plug_consumption,0,1
global_power_factor,1.23262405,1
office_heater_effective_mode,1,1
office_tv_plug_consumption,0,1
bedroom_heater1_temperature,19.9,1
kitchen_oven_voltage,238.53,1
livingroom_tv_plug_consumption,1,1
global_gas_total,189128,1
global_active_power,0.162694126,1
global_frequency,50.0276375,1
office_tv_plug_consumption,0,1
office_tv_plug_consumption,0,1
global_lighting_power,44,1
office_tv_plug_consumption,0,1
office_presence,OFF,1
office_tv_plug_consumption,0,1
livingroom_tv_plug_consumption,1,1
global_gas_total,189112,1
office_presence,ON,1
kitchen_dishwasher_voltage,238.18,1
livingroom_tv_plug_consumption,0,1
bedroom_heater1_effective_setpoint,19,1
office_tv_plug_consumption,0,1
global_gas_total,189133,1
office_desk_plug_consumption,40,1
kitchen_hood_voltage,236.45,1
livingroom_tv_plug_consumption,0,1
livingroom_tv_status,OFF,1
global_frequency,49.9665489,1
global_active_power,0.169513673,1
office_desk_plug_consumption,34,1
global_waterheater_current,0.35,1
kitchen_washingmachine_voltage,239.55,1
kitchen_oven_power,0,1
global_active_power,1.20578969,1
global_active_power,0.303617895,1
office_tv_plug_consumption,0,1
office_tv_plug_consumption,0,1
bedroom_humidity,33,1
livingroom_couch_noise,0.160752,1
office_tv_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
livingroom_tv_plug_consumption,1,1
global_current,1.36336613,1
global_active_energy,2940.261,1
global_gas_total,189154,1
kitchen_fridge_voltage,237.36,1
livingroom_couch_plug_consumption,0,1
global_power_factor,1.37475801,1
office_desk_plug_consumption,24,1
livingroom_couch_plug_consumption,0,1
global_voltage,237.32608,1
livingroom_couch_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
kitchen_oven_total_energy,11701,1
kitchen_hood_partial_energy,468,1
livingroom_couch_plug_consumption,0,1
office_tv_plug_consumption,0,1
livingroom_tv_plug_consumption,1,1
global_lighting_power,44,1
global_active_power,0.312036514,1
office_tv_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
global_lighting_total_energy,224476,1
office_tv_plug_consumption,0,1
bathroom_heater_temperature,19.1,1
global_lighting_partial_energy,222150,1
global_shutters_current,0,1
global_frequency,49.9759674,1
livingroom_tv_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
livingroom_humidity,33,1
livingroom_table_plug_consumption,0,1
global_active_energy,2939.661,1
bedroom_heater1_command,0,1
bedroom_heater2_command,0,1
livingroom_table_plug_consumption,0,1
livingroom_heater2_temperature,19.1,1
global_frequency,50.0413818,1
office_desk_plug_consumption,12,1
global_active_power,0.253916919,1
office_tv_plug_consumption,0,1
office_desk_plug_consumption,18,1
global_gas_total,189138,1
global_active_energy,2940.261,1
livingroom_tv_plug_consumption,0,1
global_gas_total,189160,1
office_tv_status,OFF,1
livingroom_heater2_temperature,19.1,1
kitchen_washingmachine_total_energy,3942,1
bedroom_heater1_temperature,19.5,1
global_active_energy,2940.261,1
global_active_power,0.155535787,1
kitchen_cooktop_power,0,1
office_presence,OFF,1
livingroom_heater2_command,0,1
kitchen_hood_current,0,1
livingroom_couch_plug_consumption,0,1
global_current,4.12828636,1
livingroom_tv_plug_consumption,0,1
livingroom_tv_plug_consumption,1,1
livingroom_heater1_command,0,1
livingroom_table_plug_consumption,0,1
kitchen_fridge_total_energy,119468,1
global_current,4.6531496,1
global_frequency,49.9877815,1
kitchen_hood_power,0,1
livingroom_table_plug_consumption,0,1
kitchen_oven_current,0,1
office_tv_status,OFF,1
global_gas_total,189133,1
livingroom_table_noise,0.517072,1
global_power_factor,1.04367495,1
livingroom_couch_plug_consumption,0,1
entrance_heater_effective_setpoint,19,1
global_active_power,0.170719206,1
entrance_heater_effective_setpoint,19,1
livingroom_tv_plug_consumption,1,1
global_frequency,49.9872055,1
global_current,1.37578154,1
office_desk_plug_consumption,33,1
bedroom_heater2_effective_setpoint,19,1
global_shutters_power,0,1
global_gas_total,189133,1
bathroom_humidity,46,1
livingroom_tv_plug_consumption,0,1
bedroom_heater1_temperature,19.1,1
office_desk_plug_consumption,23,1
bedroom_heater2_effective_setpoint,19,1
global_frequency,50.0054359,1
livingroom_couch_plug_consumption,0,1
office_tv_plug_consumption,0,1
office_desk_plug_consumption,20,1
livingroom_tv_plug_consumption,0,1
bathroom_heater_effective_mode,1,1
office_tv_plug_consumption,0,1
office_desk_plug_consumption,17,1
office_desk_plug_consumption,20,1
global_voltage,238.00444,1
kitchen_dishwasher_current,0,1
livingroom_table_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
global_active_power,1.05604446,1
kitchen_oven_total_energy,11701,1
kitchen_fridge_current,0,1
livingroom_tv_plug_consumption,0,1
livingroom_heater2_effective_setpoint,19,1
office_presence,ON,1
livingroom_couch_plug_consumption,0,1
office_tv_status,OFF,1
global_voltage,237.062225,1
livingroom_couch_plug_consumption,0,1
office_tv_plug_consumption,0,1
kitchen_dishwasher_current,0,1
bathroom_CO2,400,1
office_desk_plug_consumption,36,1
global_gas_total,189159,1
bedroom_humidity,31,1
livingroom_tv_plug_consumption,0,1
livingroom_tv_plug_consumption,0,1
bedroom_humidity,31,1
livingroom_tv_plug_consumption,1,1
office_desk_plug_consumption,13,1
office_heater_effective_mode,1,1
office_tv_plug_consumption,0,1
global_active_power,0.30781579,1
global_gas_total,189138,1
global_current,1.40787065,1
livingroom_table_plug_consumption,0,1
global_gas_total,189126,1
livingroom_table_noise,0.722701,1
kitchen_oven_voltage,238.08,1
livingroom_tv_plug_consumption,0,1
office_desk_plug_consumption,14,1
bathroom_temperature,20.46,1
global_frequency,49.9985466,1
global_gas_total,189160,1
bedroom_heater1_effective_mode,1,1
bathroom_heater_effective_setpoint,19,1
livingroom_couch_plug_consumption,0,1
global_gas_total,189115,1
kitchen_hood_current,0,1
livingroom_tv_plug_consumption,1,1
livingroom_tv_status,OFF,1
office_tv_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
livingroom_tv_plug_consumption,0,1
livingroom_tv_plug_consumption,0,1
global_active_energy,2940.785,1
office_desk_plug_consumption,17,1
global_waterheater_voltage,237.56,1
livingroom_couch_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
livingroom_table_noise,0.563137,1
livingroom_table_noise,2.34853,1
livingroom_couch_plug_consumption,0,1
office_tv_plug_consumption,0,1
office_desk_plug_consumption,17,1
office_desk_plug_consumption,19,1
office_desk_plug_consumption,18,1
global_active_energy,2940.785,1
livingroom_couch_plug_consumption,0,1
office_tv_plug_consumption,0,1
global_power_factor,1.23814392,1
office_tv_plug_consumption,0,1
office_presence,ON,1
office_desk_plug_consumption,17,1
livingroom_couch_plug_consumption,0,1
livingroom_tv_plug_consumption,1,1
kitchen_washingmachine_voltage,239.24,1
office_desk_plug_consumption,17,1
office_presence,ON,1
livingroom_table_noise,0.141423,1
global_current,1.68690538,1
livingroom_table_plug_consumption,0,1
livingroom_table_noise,0.757677,1
livingroom_tv_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
office_desk_plug_consumption,75,1
office_heater_temperature,20.2,1
office_tv_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
livingroom_table_noise,0.232046,1
global_active_power,0.262692809,1
office_tv_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
office_presence,OFF,1
office_desk_plug_consumption,25,1
global_frequency,49.9746132,1
livingroom_table_plug_consumption,0,1
office_tv_plug_consumption,0,1
global_current,2.93409491,1
livingroom_couch_plug_consumption,0,1
global_voltage,237.749207,1
global_power_factor,1.05361903,1
livingroom_table_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
livingroom_tv_plug_consumption,1,1
kitchen_fridge_power,0,1
livingroom_table_plug_consumption,0,1
global_frequency,50.0047379,1
global_power_factor,1.44559193,1
kitchen_temperature,20.96,1
global_active_power,1.14462173,1
global_power_factor,1.07265198,1
global_frequency,49.9700089,1
global_active_energy,2939.661,1
livingroom_table_plug_consumption,0,1
global_lighting_power,44,1
office_tv_plug_consumption,0,1
global_gas_total,189127,1
livingroom_tv_plug_consumption,0,1
bedroom_heater1_effective_mode,1,1
global_voltage,237.014984,1
global_frequency,49.9825058,1
bathroom_heater_temperature,19.1,1
office_tv_status,OFF,1
livingroom_tv_plug_consumption,1,1
office_tv_status,OFF,1
office_desk_plug_consumption,15,1
office_heater_temperature,20.2,1
office_tv_plug_consumption,0,1
kitchen_temperature,20.94,1
livingroom_couch_plug_consumption,0,1
office_desk_plug_consumption,12,1
global_active_power,0.16296038,1
global_shutters_total_energy,3617,1
office_tv_status,OFF,1
office_tv_plug_consumption,0,1
office_desk_plug_consumption,15,1
office_presence,ON,1
office_tv_plug_consumption,0,1
office_desk_plug_consumption,15,1
global_active_energy,2939.661,1
kitchen_hood_current,0,1
livingroom_table_luminosity,230.88,1
global_power_factor,1.03506601,1
global_active_power,0.980167627,1
kitchen_cooktop_total_energy,21745,1
livingroom_table_plug_consumption,0,1
office_heater_effective_mode,1,1
bedroom_heater2_effective_setpoint,19,1
office_tv_plug_consumption,0,1
global_gas_total,189112,1
kitchen_cooktop_power,0,1
global_voltage,236.901474,1
global_frequency,49.9878578,1
livingroom_table_plug_consumption,0,1
global_active_energy,2940.785,1
kitchen_hood_power,0,1
livingroom_couch_plug_consumption,0,1
global_voltage,237.78006,1
livingroom_couch_plug_consumption,0,1
office_presence,ON,1
global_frequency,49.9936028,1
global_shutters_total_energy,3617,1
global_active_energy,2939.05,1
global_shutters_power,0,1
office_tv_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
kitchen_humidity,33,1
global_frequency,49.982357,1
office_tv_status,OFF,1
office_presence,ON,1
livingroom_tv_plug_consumption,1,1
global_voltage,239.431107,1
global_active_power,1.03651321,1
global_active_power,1.05645406,1
livingroom_table_plug_consumption,0,1
global_wind_speed_ext,2.6,1
global_frequency,49.9807663,1
bathroom_heater_temperature,19.3,1
global_power_factor,1.51139498,1
global_current,4.35604382,1
global_frequency,49.999279,1
global_power_factor,1.47881794,1
livingroom_tv_status,OFF,1
livingroom_tv_plug_consumption,1,1
office_heater_temperature,20.2,1
office_presence,ON,1
global_shutters_current,0,1
livingroom_tv_plug_consumption,1,1
global_shutters_current,0,1
global_heaters_temperature,20.3,1
kitchen_cooktop_current,0,1
bathroom_humidity,43,1
office_presence,ON,1
kitchen_dishwasher_power,0,1
livingroom_couch_plug_consumption,0,1
office_desk_plug_consumption,18,1
livingroom_couch_plug_consumption,0,1
office_presence,ON,1
bedroom_heater1_temperature,19.5,1
global_current,1.46733463,1
livingroom_humidity,33,1
livingroom_table_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
kitchen_cooktop_total_energy,21745,1
livingroom_tv_plug_consumption,1,1
livingroom_tv_status,OFF,1
livingroom_tv_status,OFF,1
office_tv_plug_consumption,0,1
kitchen_oven_power,0,1
livingroom_table_plug_consumption,0,1
global_voltage,236.445908,1
livingroom_couch_plug_consumption,0,1
office_desk_plug_consumption,17,1
livingroom_heater2_temperature,19.7,1
livingroom_tv_status,OFF,1
global_gas_total,189138,1
office_desk_plug_consumption,36,1
livingroom_tv_plug_consumption,1,1
global_gas_total,189117,1
global_active_energy,2940.261,1
kitchen_dishwasher_partial_energy,19349,1
kitchen_dishwasher_current,0,1
kitchen_washingmachine_total_energy,3942,1
livingroom_tv_plug_consumption,0,1
livingroom_heater2_command,0,1
kitchen_washingmachine_total_energy,3942,1
office_presence,OFF,1
livingroom_tv_plug_consumption,1,1
livingroom_heater2_effective_mode,1,1
office_tv_plug_consumption,0,1
global_active_power,0.170333922,1
global_voltage,237.959839,1
office_tv_status,OFF,1
kitchen_oven_total_energy,11701,1
global_active_power,0.176000059,1
global_active_power,0.374585986,1
office_presence,OFF,1
global_lighting_power,44,1
global_voltage,237.914825,1
kitchen_hood_voltage,237.25,1
livingroom_couch_plug_consumption,0,1
kitchen_dishwasher_total_energy,19349,1
global_current,4.75312757,1
office_presence,OFF,1
office_tv_plug_consumption,0,1
office_presence,OFF,1
livingroom_tv_status,OFF,1
global_voltage,239.908875,1
bedroom_temperature,21.38,1
livingroom_table_plug_consumption,0,1
kitchen_cooktop_partial_energy,21744,1
livingroom_couch_plug_consumption,0,1
livingroom_tv_plug_consumption,1,1
kitchen_washingmachine_total_energy,3942,1
global_power_factor,1.49366999,1
global_current,4.6575408,1
office_presence,OFF,1
office_heater_temperature,20.2,1
livingroom_table_plug_consumption,0,1
global_power_factor,1.38084102,1
office_heater_effective_mode,1,1
kitchen_fridge_total_energy,119483,1
global_current,4.55622244,1
livingroom_couch_plug_consumption,0,1
global_heaters_temperature,20.4,1
global_current,1.36328685,1
global_frequency,49.9872704,1
livingroom_couch_plug_consumption,0,1
global_frequency,49.9986382,1
bedroom_heater2_effective_mode,1,1
global_current,4.41876316,1
bedroom_heater2_effective_setpoint,19,1
bathroom_humidity,44,1
livingroom_heater1_temperature,19.7,1
bedroom_heater2_temperature,19.6,1
kitchen_temperature,21,1
global_voltage,239.11293,1
livingroom_temperature,20.6,1
office_presence,OFF,1
office_tv_status,OFF,1
